positionid,city,companyFullName,companyLabelList,district,education,firstType,formatCreateTime,positionName,salary,workYear
5757934,北京,北京十牛科技有限公司,"['股票期权', '年终分红', '午餐补助', '绩效奖金']",朝阳区,大专,开发|测试|运维类,2019-05-23,python开发工程师,10k-20k,1-3年
5808068,北京,北京逍遥志科技有限公司,"['定期体检', '股票期权', '弹性工作', '领导好']",朝阳区,本科,开发|测试|运维类,16:49发布,高级Python研发工程师,25k-50k,5-10年
5205357,北京,北京右划网络科技有限公司,"['股票期权', '带薪年假', '午餐补助', '定期体检']",朝阳区,本科,开发|测试|运维类,14:36发布,高级python开发工程师,30k-60k,3-5年
5722601,深圳,深圳松茂科技有限公司,"['朝十晚六', '周末双休', '年轻团队', '扁平管理']",南山区,本科,开发|测试|运维类,1天前发布,Python开发工程师,8k-13k,1-3年
3791213,北京,北京明日虫洞科技有限公司,"['年底双薪', '股票期权', '扁平管理', '领导好']",海淀区,本科,开发|测试|运维类,2天前发布,Python,15k-30k,1-3年
5502300,北京,北京博派通达科技有限公司,"['年底双薪', '股票期权', '带薪年假', '扁平管理']",朝阳区,大专,开发|测试|运维类,15:56发布,python 开发工程师,15k-30k,1-3年
5280260,北京,乐飞天下信息技术(北京)有限公司,"['技能培训', '扁平管理', '五险一金', '午餐补助']",朝阳区,大专,开发|测试|运维类,09:53发布,Python中高级开发工程师,15k-30k,5-10年
5664887,成都,北京棕榈创想科技有限公司,"['绩效奖金', '交通补助', '定期体检', '午餐补助']",高新区,本科,开发|测试|运维类,1天前发布,python开发工程师,10k-20k,3-5年
5852600,北京,朗新科技股份有限公司,"['技能培训', '年底双薪', '带薪年假', '岗位晋升']",朝阳区,不限,开发|测试|运维类,2天前发布,python开发工程师(J10519),15k-25k,不限
5945959,深圳,深圳市博悦科创科技有限公司,"['年底双薪', '定期体检', '绩效奖金', '技能培训']",福田区,本科,开发|测试|运维类,2019-05-22,python开发工程师,10k-14k,1-3年
5932583,深圳,北京钱方银通科技有限公司,"['节日礼物', '带薪年假', '绩效奖金', '年度旅游']",福田区,本科,开发|测试|运维类,17:23发布,Python开发工程师（深圳）,15k-25k,3-5年
5647217,北京,北京超盟数据科技有限公司,"['股票期权', '扁平管理', '技术驱动', '弹性工作']",朝阳区,本科,开发|测试|运维类,1天前发布,中级python开发工程师,15k-25k,3-5年
5375732,深圳,腾讯科技（深圳）有限公司,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",南山区,本科,开发|测试|运维类,2天前发布,python开发工程师,20k-40k,3-5年
5973980,北京,欧普拉软件技术（北京）有限公司,"['浏览器', '移动互联网', 'c++', '安卓']",东城区,本科,开发|测试|运维类,2019-05-24,python开发,18k-23k,3-5年
5862177,北京,乐飞天下信息技术(北京)有限公司,"['技能培训', '扁平管理', '五险一金', '午餐补助']",朝阳区,大专,开发|测试|运维类,09:53发布,中级Python开发工程师（AK）,15k-25k,5-10年
5693019,北京,北京搜狐新媒体信息技术有限公司,"['节日礼物', '项目奖金', '弹性工作时间', '15天年假']",海淀区,本科,开发|测试|运维类,2019-05-23,Python开发工程师,15k-30k,3-5年
5705859,北京,云孚科技（北京）有限公司,"['年底双薪', '股票期权', '绩效奖金', '年终分红']",海淀区,本科,开发|测试|运维类,2019-05-14,python研发工程师,8k-16k,不限
5821804,北京,北京阿博茨科技有限公司,"['五天工作制', '带薪假期', '健康午餐', '体育课']",海淀区,本科,开发|测试|运维类,16:25发布,PYTHON开发工程师 (MJ000126),15k-25k,1-3年
5353798,南京,迪原创新（北京）科技有限公司南京分公司,"['节日礼物', '带薪年假', '绩效奖金', '年度旅游']",雨花台区,本科,开发|测试|运维类,15:46发布,Python开发工程师-NJ,9k-16k,3-5年
5809594,上海,平安科技（深圳）有限公司,"['六险一金', '扁平化管理', '丰厚年终', '丰富技术交流']",浦东新区,本科,开发|测试|运维类,00:00发布,1111PB-Python开发,12k-20k,3-5年
5606179,深圳,深圳市浩海云科技有限公司,"['专项奖金', '股票期权', '年终分红', '绩效奖金']",南山区,大专,开发|测试|运维类,1天前发布,python开发工程师,12k-20k,1-3年
5941834,上海,特赞（上海）信息科技有限公司,"['技能培训', '扁平管理', '弹性工作', '全员持股']",徐汇区,本科,开发|测试|运维类,2019-05-23,Python开发工程师,25k-40k,3-5年
3413188,成都,北京钱方银通科技有限公司,"['节日礼物', '带薪年假', '绩效奖金', '年度旅游']",双流县,本科,开发|测试|运维类,17:23发布,Python开发工程师（成都）,12k-20k,3-5年
5497893,北京,北京推想科技有限公司,"['午餐补助', '弹性工作', '技能培训', '五险一金']",朝阳区,本科,开发|测试|运维类,15:31发布,高级python开发工程师,20k-40k,5-10年
4088383,上海,上海宏路数据技术股份有限公司,"['绩效奖金', '五险一金', '带薪年假', '年度旅游']",虹口区,不限,开发|测试|运维类,09:47发布,Python开发工程师,7k-14k,不限
5283324,深圳,深圳市彬讯科技有限公司,"['股票期权', '五险一金', '带薪年假', '节日礼物']",南山区,本科,开发|测试|运维类,2天前发布,python开发工程师,13k-20k,1-3年
5685848,深圳,深圳前海农产品交易所股份有限公司,"['绩效奖金', '带薪年假', '定期体检', '专项奖金']",南山区,大专,开发|测试|运维类,2019-05-21,Python工程师,15k-30k,3-5年
5907479,深圳,富途网络科技（深圳）有限公司,"['年底双薪', '腾讯系', '互联网金融', '年度体检']",南山区,不限,开发|测试|运维类,1天前发布,高级DevOps开发工程师/python,14k-28k,1-3年
5939753,上海,无锡华云数据技术服务有限公司,"['节日礼物', '带薪年假', '扁平管理', '绩效奖金']",杨浦区,本科,开发|测试|运维类,2天前发布,Python开发工程师-19170G01080,18k-28k,3-5年
5882777,北京,慧安金科（北京）科技有限公司,"['人工智能', '年底双薪', '股票期权', '带薪年假']",海淀区,本科,开发|测试|运维类,2天前发布,python开发工程师,25k-45k,3-5年
5306661,深圳,风变科技（深圳）有限公司,"['专项奖金', '带薪年假', '定期体检', '六险一金']",南山区,本科,开发|测试|运维类,2天前发布,Python工程师（运维方向）,10k-20k,1-3年
4855881,上海,上海辰沅金融信息服务有限公司,"['带薪年假', '弹性工作', '年度旅游', '五险一金']",浦东新区,本科,开发|测试|运维类,2019-05-22,Python工程师,13k-26k,1-3年
5936539,深圳,金蝶软件（中国）有限公司,"['年底双薪', '节日礼物', '技能培训', '岗位晋升']",南山区,本科,开发|测试|运维类,09:29发布,python开发工程师（运维开发方向）KIT-6,10k-15k,3-5年
5501417,成都,成都思而科软件有限公司,"['带薪年假', '绩效奖金', '领导好', '帅哥多']",武侯区,本科,开发|测试|运维类,2019-05-22,python开发工程师,8k-15k,3-5年
4965452,上海,上海牛咖信息科技有限公司,"['年底双薪', '专项奖金', '绩效奖金', '弹性工作']",普陀区,本科,开发|测试|运维类,15:36发布,python高级开发工程师,15k-30k,1-3年
5344688,北京,北京搜狐新媒体信息技术有限公司,"['节日礼物', '项目奖金', '弹性工作时间', '15天年假']",海淀区,本科,开发|测试|运维类,2019-05-23,狐友Python开发工程师,15k-25k,1-3年
5975158,南京,华扬联众数字技术股份有限公司西安分公司,"['年底双薪', '节日礼物', '技能培训', 'baby津贴']",鼓楼区,本科,开发|测试|运维类,2天前发布,python初级工程师,7k-13k,1-3年
5424247,深圳,万科物业发展股份有限公司,"['社区o2o', '原始股权', '弹性工作制', '互联网+']",福田区,本科,开发|测试|运维类,16:46发布,高级Python开发工程师,15k-30k,3-5年
5734749,北京,北京快快网络技术有限公司,"['员工福利丰富', '高薪期权', '热门行业', '免费工作餐']",海淀区,本科,开发|测试|运维类,2天前发布,Python中级开发工程师,20k-25k,不限
5669332,北京,北京狸米科技有限公司,"['弹性工作', '扁平管理', '朝阳产业', '老板NICE']",朝阳区,本科,开发|测试|运维类,2019-05-24,python,20k-30k,3-5年
5438814,北京,北京搜狐新媒体信息技术有限公司,"['节日礼物', '项目奖金', '弹性工作时间', '15天年假']",海淀区,本科,开发|测试|运维类,2019-05-23,python开发工程师,20k-30k,3-5年
5508882,北京,北京右划网络科技有限公司,"['股票期权', '带薪年假', '午餐补助', '定期体检']",朝阳区,本科,开发|测试|运维类,14:36发布,高级python开发工程师,25k-50k,3-5年
5849007,广州,广州泉涌信息科技有限公司,"['海外互联网', '快速成长', '出国旅游', '扁平管理']",天河区,本科,开发|测试|运维类,14:31发布,python中高级开发,15k-30k,3-5年
4978732,上海,上海海万信息科技股份有限公司,[],浦东新区,本科,开发|测试|运维类,14:17发布,python开发工程师,14k-18k,3-5年
4152250,成都,成都市肆零肆网络科技有限公司,"['弹性工作', '帅哥多', '节日礼物', '管理规范']",武侯区,本科,开发|测试|运维类,14:03发布,Python高级开发工程师,10k-15k,3-5年
5760105,北京,北京世纪好未来教育科技有限公司,"['上市公司', '领军企业', '五险一金', '住福计划']",海淀区,不限,开发|测试|运维类,2019-05-22,python开发工程师,17k-30k,3-5年
5325477,北京,北京瑞莱智慧科技有限公司,[],海淀区,本科,开发|测试|运维类,13:49发布,资深Python工程师,18k-36k,不限
5849124,武汉,深圳市丰巢科技有限公司,"['五险一金', '通讯津贴', '交通补助', '带薪年假']",东湖新技术开发区,本科,开发|测试|运维类,1天前发布,Python开发工程师-武汉,10k-20k,3-5年
4120720,上海,上海点融信息科技有限责任公司,"['节日礼物', '带薪年假', '岗位晋升', '扁平管理']",黄浦区,本科,开发|测试|运维类,1天前发布,高级python开发工程师-SH415-41509,20k-40k,3-5年
4855981,上海,上海辰沅金融信息服务有限公司,"['带薪年假', '弹性工作', '年度旅游', '五险一金']",浦东新区,本科,开发|测试|运维类,2019-05-22,Python,13k-26k,1-3年
5845003,武汉,北京神州绿盟信息安全科技股份有限公司,"['技能培训', '节日礼物', '股票期权', '带薪年假']",东湖新技术开发区,本科,开发|测试|运维类,2019-05-13,python开发工程师,9k-15k,1-3年
5851683,北京,北京亿欧网盟科技有限公司,"['专项奖金', '股票期权', '绩效奖金', '五险一金']",朝阳区,本科,开发|测试|运维类,2天前发布,Python工程师,15k-25k,3-5年
4856046,上海,上海辰沅金融信息服务有限公司,"['带薪年假', '弹性工作', '年度旅游', '五险一金']",浦东新区,本科,开发|测试|运维类,2019-05-22,Python开发工程师,13k-26k,1-3年
5757440,上海,北京源石云科技有限公司上海分公司,"['带薪年假', '通讯津贴', '定期体检', '绩效奖金']",徐汇区,大专,开发|测试|运维类,2019-05-24,python开发工程师,10k-20k,3-5年
5943835,上海,驰勤信息科技（上海）有限责任公司,"['绩效奖金', '带薪年假', '岗位晋升', '五险一金']",杨浦区,本科,开发|测试|运维类,2019-05-24,python开发,10k-16k,3-5年
3617364,上海,上海炫体信息科技有限公司,"['节日礼物', '年底双薪', '专项奖金', '带薪年假']",虹口区,本科,开发|测试|运维类,2019-05-23,Python（年轻人的狂欢）,12k-20k,1-3年
5156738,北京,云孚科技（北京）有限公司,"['年底双薪', '股票期权', '绩效奖金', '年终分红']",海淀区,本科,开发|测试|运维类,2019-05-14,Python研发工程师,5k-10k,不限
5959443,深圳,深圳市客路网络科技有限公司,"['零食水果供应', '带薪年假', '绩效奖金', '扁平管理']",福田区,本科,开发|测试|运维类,2天前发布,高级Python工程师,15k-30k,3-5年
5963107,北京,遨游酒店信息技术(深圳)有限责任公司,"['扁平管理', '弹性工作', '精英团队', '高速发展']",朝阳区,本科,开发|测试|运维类,2019-05-22,Python开发工程师,20k-30k,不限
1514297,上海,互道信息技术（上海）有限公司,"['节日礼物', '技能培训', '年底双薪', '年度旅游']",浦东新区,本科,开发|测试|运维类,16:19发布,Python高级开发工程师,18k-30k,3-5年
5227097,广州,广府数字（深圳）股份有限公司,[],天河区,大专,开发|测试|运维类,2019-05-20,Python工程师,12k-18k,不限
5883368,上海,上海鲲驰贸易发展有限公司,"['带薪年假', '午餐补助', '交通补助', '通讯津贴']",浦东新区,本科,开发|测试|运维类,2019-05-24,Python开发工程师,10k-20k,1-3年
5564231,上海,上海物融智能科技有限公司,"['股票期权', '年终分红', '交通补助', '午餐补助']",闵行区,本科,开发|测试|运维类,2019-05-22,Python开发工程师,15k-30k,1-3年
5520384,北京,北京汉迪移动互联网科技股份有限公司,"['带薪年假', '定期体检', '文化open', '扁平化管理']",海淀区,本科,开发|测试|运维类,09:59发布,Python开发工程师,15k-30k,1-3年
5830703,苏州,苏州思杰马克丁软件有限公司,"['节日礼物', '年底双薪', '年度旅游', '管理规范']",吴中区,本科,开发|测试|运维类,2019-05-21,python开发工程师,15k-20k,5-10年
5891273,北京,优维科技（深圳）有限公司,"['年底双薪', '午餐补助', '股票期权', '弹性工作']",朝阳区,本科,开发|测试|运维类,1天前发布,Python开发-北京,10k-20k,1-3年
5966897,长沙,长沙蜜獾信息科技有限公司,"['年底双薪', '技能培训', '绩效奖金', '年度旅游']",岳麓区,本科,开发|测试|运维类,14:35发布,Python中级（SG0302）,8k-13k,1-3年
4856053,上海,上海辰沅金融信息服务有限公司,"['带薪年假', '弹性工作', '年度旅游', '五险一金']",浦东新区,本科,开发|测试|运维类,2019-05-22,Python开发工程师,13k-26k,1-3年
2012666,上海,上海炫体信息科技有限公司,"['节日礼物', '年底双薪', '专项奖金', '带薪年假']",虹口区,本科,开发|测试|运维类,2019-05-23,Python（年轻人的狂欢）,12k-20k,1-3年
5923004,长沙,深圳高新网络科技有限公司,[],岳麓区,本科,开发|测试|运维类,1天前发布,高级python开发工程师,20k-30k,3-5年
5572773,北京,北京无极慧通科技有限公司,"['技能培训', '年底双薪', '岗位晋升', '领导好']",海淀区,本科,开发|测试|运维类,15:04发布,高级python开发工程师,10k-15k,1-3年
5533597,深圳,平安科技（深圳）有限公司,"['六险一金', '扁平化管理', '丰厚年终', '丰富技术交流']",南山区,本科,开发|测试|运维类,00:00发布,112145-资深容器python开发,15k-30k,5-10年
5529937,北京,北京高鸿兴科信息技术有限公司武汉分公司,"['年底双薪', '带薪年假', '通讯津贴', '定期体检']",海淀区,本科,开发|测试|运维类,1天前发布,高级python开发工程师,14k-17k,5-10年
5721335,南京,华扬联众数字技术股份有限公司西安分公司,"['年底双薪', '节日礼物', '技能培训', 'baby津贴']",鼓楼区,本科,开发|测试|运维类,2天前发布,python高级开发工程师,10k-20k,3-5年
5944143,杭州,杭州今元标矩科技有限公司,"['股票期权', '岗位晋升', '五险一金', '弹性工作']",江干区,不限,开发|测试|运维类,17:32发布,Python RPA工程师,10k-15k,1-3年
4931841,北京,北京格灵深瞳信息技术有限公司,"['技能培训', '节日礼物', '玩乐项目多', '岗位晋升']",海淀区,本科,开发|测试|运维类,15:50发布,Python高级开发工程师&nbsp;,20k-40k,3-5年
5967087,长沙,长沙蜜獾信息科技有限公司,"['年底双薪', '技能培训', '绩效奖金', '年度旅游']",岳麓区,本科,开发|测试|运维类,14:36发布,Python初级（SG0301）,4k-7k,1-3年
5757232,北京,北京香侬慧语科技有限责任公司,"['股票期权', '专项奖金', '绩效奖金', '年终分红']",海淀区,本科,开发|测试|运维类,2019-05-23,python开发工程师,15k-20k,1-3年
5075557,上海,上海谋卓网络科技有限公司,"['专项奖金', '带薪年假', '定期体检', '年底双薪']",杨浦区,不限,开发|测试|运维类,15:50发布,Python高级开发工程师,20k-30k,3-5年
2428299,杭州,北京广通信达软件股份有限公司杭州分公司,"['扁平管理', '岗位晋升', '五险一金', '技能培训']",西湖区,大专,开发|测试|运维类,14:41发布,高级Python开发工程师,10k-20k,3-5年
3411754,深圳,上海海万信息科技股份有限公司,[],福田区,本科,开发|测试|运维类,12:09发布,python开发工程师,10k-20k,3-5年
592514,西安,西安智园软件开发管理有限公司,"['敏捷开发', 'Mac高配', '六险一金', '扁平化管理']",高新技术产业开发区,不限,开发|测试|运维类,16:48发布,Python高级工程师,13k-26k,5-10年
